# Aquarium Monitor Data Export
# Device: Kate's Aquarium #7 | Export time: Sat Jan 10 00:41:48 2026
# WiFi: SafetyMeeting
# pH Calibration: Yes
# EC Calibration: Yes
# Data Points: 266
# Interval: 5 seconds
#
Timestamp,Unix_Time,Temperature_C,ORP_mV,pH,EC_mS_cm,TDS_ppm,CO2_ppm,NH3_Ratio_%,NH3_ppm,Max_DO_mg_L,Stocking_cm_L,Valid
2026-01-10 00:38:12,1768005492,22.30,296.22,7.52,0.908,581.4,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:38:17,1768005497,22.30,295.82,7.52,0.909,581.7,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:38:22,1768005502,22.30,294.81,7.51,0.908,581.2,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:38:27,1768005507,22.29,294.20,7.52,0.908,581.2,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:38:32,1768005512,22.29,295.21,7.52,0.908,581.4,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:38:37,1768005517,22.30,297.17,7.52,0.909,581.7,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:38:42,1768005522,22.30,300.48,7.52,0.909,581.5,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:38:47,1768005527,22.30,301.89,7.51,0.908,581.3,3.71,1.49,0.0000,8.62,1.40,true
2026-01-10 00:38:52,1768005532,22.30,287.43,7.51,0.908,580.9,3.72,1.49,0.0000,8.62,1.40,true
2026-01-10 00:38:57,1768005537,22.29,278.72,7.51,0.909,581.5,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:39:02,1768005542,22.30,277.80,7.52,0.908,581.3,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:39:07,1768005547,22.30,283.33,7.52,0.908,581.3,3.60,1.54,0.0000,8.62,1.40,true
2026-01-10 00:39:12,1768005552,22.30,290.58,7.52,0.908,581.3,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:39:17,1768005557,22.30,294.83,7.52,0.908,581.3,3.60,1.54,0.0000,8.62,1.40,true
2026-01-10 00:39:22,1768005562,22.30,294.72,7.52,0.908,581.1,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:39:27,1768005567,22.30,290.23,7.52,0.908,581.4,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:39:32,1768005572,22.30,284.15,7.52,0.908,581.0,3.65,1.52,0.0000,8.62,1.40,true
2026-01-10 00:39:37,1768005577,22.30,279.24,7.52,0.908,581.2,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:39:42,1768005582,22.30,275.89,7.51,0.908,580.8,3.69,1.50,0.0000,8.62,1.40,true
2026-01-10 00:39:47,1768005587,22.30,273.79,7.52,0.908,581.2,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:39:52,1768005592,22.29,272.83,7.52,0.907,580.7,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:39:57,1768005597,22.30,273.27,7.52,0.908,581.1,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:02,1768005602,22.30,274.59,7.52,0.907,580.7,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:07,1768005607,22.30,276.56,7.52,0.908,581.1,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:12,1768005612,22.30,278.70,7.52,0.908,581.2,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:17,1768005617,22.30,280.58,7.52,0.908,581.2,3.65,1.51,0.0000,8.62,1.40,true
2026-01-10 00:40:22,1768005622,22.30,279.25,7.52,0.908,581.3,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:27,1768005627,22.30,278.79,7.51,0.908,580.9,3.67,1.51,0.0000,8.62,1.40,true
2026-01-10 00:40:32,1768005632,22.30,279.41,7.52,0.908,581.1,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:37,1768005637,22.30,281.97,7.52,0.908,581.4,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:40:42,1768005642,22.30,286.99,7.52,0.908,581.2,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:40:47,1768005647,22.30,291.79,7.52,0.909,581.6,3.62,1.53,0.0000,8.62,1.40,true
2026-01-10 00:40:52,1768005652,22.30,295.76,7.52,0.909,581.6,3.61,1.53,0.0000,8.62,1.40,true
2026-01-10 00:40:57,1768005657,22.30,298.83,7.52,0.909,581.7,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:02,1768005662,22.30,299.21,7.52,0.908,581.4,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:07,1768005667,22.30,298.55,7.52,0.909,581.6,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:12,1768005672,22.30,296.80,7.52,0.909,581.5,3.64,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:17,1768005677,22.30,296.25,7.51,0.908,581.2,3.68,1.50,0.0000,8.62,1.40,true
2026-01-10 00:41:22,1768005682,22.30,293.58,7.52,0.909,581.5,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:41:27,1768005687,22.30,292.72,7.52,0.909,581.5,3.66,1.51,0.0000,8.62,1.40,true
2026-01-10 00:41:32,1768005692,22.30,291.42,7.52,0.909,581.7,3.63,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:37,1768005697,22.30,293.65,7.52,0.909,581.6,3.60,1.53,0.0000,8.62,1.40,true
2026-01-10 00:41:42,1768005702,22.30,296.99,7.52,0.909,581.6,3.62,1.52,0.0000,8.62,1.40,true
2026-01-10 00:41:47,1768005707,22.30,301.02,7.51,0.909,581.7,3.70,1.49,0.0000,8.62,1.40,true
